length,radius
1.0,37.51126154
1.0,37.51126154
1.0,37.51126154
1.0,37.51126154
1.0,37.51126154
1.0,37.51126154
1.0,37.51126154
1.0,37.51126154
1.0,37.51126154
0.6323170600000001,37.51126154
1.0,-8.045118683
1.0,-8.045118683
1.0,-8.045118683
1.0,-8.045118683
1.0,-8.045118683
1.0,-8.045118683
1.0,-8.045118683
1.0,-8.045118683
0.999403912,-8.045118683
1.0,13.79229162
1.0,13.79229162
1.0,13.79229162
0.9568878669999998,13.79229162
1.0,6.115592809
1.0,6.115592809
1.0,6.115592809
1.0,6.115592809
1.0,6.115592809
1.0,6.115592809
1.0,6.115592809
1.0,6.115592809
0.21199082899999944,6.115592809
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
1.0,-147.6271734
0.4985209200000007,-147.6271734
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
1.0,45.31405317
0.5753305799999993,45.31405317
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
1.0,145.3155973
0.8173272899999997,145.3155973
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
1.0,-13.27306116
0.7089829000000005,-13.27306116
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
1.0,50.26026229
0.32282146999999917,50.26026229
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
1.0,22.63976679
0.9003720099999999,22.63976679
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
1.0,-158.5960935
0.907602090000001,-158.5960935
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
1.0,-1076.555779
0.681277190000003,-1076.555779
1.0,-10.93394909
1.0,-10.93394909
1.0,-10.93394909
1.0,-10.93394909
1.0,-10.93394909
1.0,-10.93394909
0.3242061999999999,-10.93394909
1.0,9.056912416
1.0,9.056912416
1.0,9.056912416
1.0,9.056912416
0.715406131,9.056912416
1.0,10.63215139
1.0,10.63215139
1.0,10.63215139
1.0,10.63215139
1.0,10.63215139
0.9088493709999996,10.63215139
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
1.0,-9.425247644
0.14241763000000063,-9.425247644
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
1.0,11.7490227
0.9444171800000003,11.7490227
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
1.0,-21.70937144
0.9886396299999998,-21.70937144
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
1.0,204.0946566
0.5385256500000004,204.0946566
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
1.0,9.79160323
0.31031491000000067,9.79160323
1.0,5.59890536
0.596152056,5.59890536
1.0,-10.20738835
1.0,-10.20738835
1.0,-10.20738835
1.0,-10.20738835
1.0,-10.20738835
1.0,-10.20738835
1.0,-10.20738835
0.2688228690000001,-10.20738835
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
1.0,-19.88553801
0.5198631799999998,-19.88553801
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
1.0,-14.3831463
0.4534859200000003,-14.3831463
1.0,291.7619662
1.0,291.7619662
1.0,291.7619662
1.0,291.7619662
0.2320829419999999,291.7619662
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
1.0,16.09881556
0.7729287500000002,16.09881556
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
1.0,195.7306137
0.8848968200000016,195.7306137
1.0,10.86315305
1.0,10.86315305
1.0,10.86315305
0.5445864600000001,10.86315305
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
1.0,-12.2987712
0.16292604999999938,-12.2987712
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
1.0,14.77376152
0.07132477000000037,14.77376152
1.0,-7.312502277
1.0,-7.312502277
1.0,-7.312502277
1.0,-7.312502277
1.0,-7.312502277
1.0,-7.312502277
0.72011191,-7.312502277
1.0,-256.097042
1.0,-256.097042
1.0,-256.097042
1.0,-256.097042
1.0,-256.097042
1.0,-256.097042
1.0,-256.097042
1.0,-256.097042
0.1869787160000005,-256.097042
1.0,8.070782315
1.0,8.070782315
1.0,8.070782315
1.0,8.070782315
1.0,8.070782315
1.0,8.070782315
1.0,8.070782315
1.0,8.070782315
0.6297795350000008,8.070782315
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
1.0,-200.3860077
0.3141455799999999,-200.3860077
1.0,-8.143205929
1.0,-8.143205929
1.0,-8.143205929
1.0,-8.143205929
1.0,-8.143205929
1.0,-8.143205929
1.0,-8.143205929
1.0,-8.143205929
0.6450724270000006,-8.143205929
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
1.0,2222.225797
0.34369534,2222.225797
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
1.0,8.22069146
0.49726292999999977,8.22069146
1.0,-327.6188233
1.0,-327.6188233
1.0,-327.6188233
1.0,-327.6188233
1.0,-327.6188233
1.0,-327.6188233
1.0,-327.6188233
1.0,-327.6188233
0.3243638460000007,-327.6188233
1.0,-6.255918914
1.0,-6.255918914
1.0,-6.255918914
1.0,-6.255918914
1.0,-6.255918914
1.0,-6.255918914
1.0,-6.255918914
0.9758594409999999,-6.255918914
1.0,305.1697551
1.0,305.1697551
1.0,305.1697551
1.0,305.1697551
1.0,305.1697551
1.0,305.1697551
1.0,305.1697551
1.0,305.1697551
1.0,305.1697551
0.010181385999999293,305.1697551
1.0,7.022515234
1.0,7.022515234
1.0,7.022515234
1.0,7.022515234
0.5298187719999996,7.022515234
1.0,6.401259729
1.0,6.401259729
1.0,6.401259729
1.0,6.401259729
1.0,6.401259729
1.0,6.401259729
1.0,6.401259729
1.0,6.401259729
1.0,6.401259729
0.0672153049999995,6.401259729
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
1.0,623.4639611
0.11813863000000069,623.4639611
